BOLO DE MACAXEIRA FATIA;7.0;Panificadora e mercadinho Sabor do trigo;RUA DEP. EVALDO FLORES, NRO 072, D. PEDRO, MANAUS-AM, CEP 69040-120
BOLO DE LARANJA;7.05;PANIFICADORA LD;RUA RAMOS FERREIRA, NRO 315, APARECIDA, MANAUS-AM, CEP 69010-120
BOLO MICROONDAS DR O;7.19;CARREFOUR;AV DJALMA BATISTA 276 FLORES, NRO 276, FLORES, MANAUS-AM, CEP 69050-010
ESPATULA BOLO NYLON;7.19;CARREFOUR;AV DJALMA BATISTA 482 LOJA B  CHAPADA, NRO 482, CHAPADA, LOJA B, MANAUS-AM, CEP 69050-902
BOLO CASEIRO DE QUEIJO LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO DE BANANA KG LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO DE QUEIJO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO MESCLADO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO FORMIGUEIRO KG LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO DE LARANJA KG LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO DE ABACAXI LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO DE CHOCOLATE LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO DE COCO KG LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO ROMEU E JULIETA LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO MESCLADO LISBOA PRODUCAO;7.29;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO CASEIRO 500G MESCLADO  NC;7.49;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
BOLO CASEIRO 500G CUPUACU  NC;7.49;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
BOLO CASEIRO;7.49;MERCADINHO SAO PAULO;RUA SAO PAULO, NRO 22, SAO JORGE, MANAUS-AM, CEP 69033-180
BOLO CASEIRO 500G MILHO  NC;7.49;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
BOLO CASEIRO 500G FORMIGUEIRO  NC;7.49;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
BOLO CASEIRO 500G CHOCOLATE  NC;7.49;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
BOLO CASEIRO 500G;7.5;MERCADINHO ESPERANCA;AV JURUNAS, NRO 20, CIDADE NOVA, MANAUS-AM, CEP 69090-295
BOLO;7.5;F DAS C CARIOCA DE ALCANTARA;AV. NEPAL QD 63, NRO 012, NOVA CIDADE, MANAUS-AM, CEP 69097-315
BOLO CASEIRO GRANDE;7.5;SUPERMERCADO LONDRINA LTDA - ME;R NOSSA SENHORA DAS GRACAS, NRO 113, DA PAZ, MANAUS-AM, CEP 69048-170
BOLO CASEIRO 500G;7.5;MERCADINHO GUSTAVO;RUA 5 DE SETEMBRO, NRO 580, SAO RAIMUNDO, MANAUS-AM, CEP 69027-010
BOLO CASEIRO;7.5;A. C. SILVA MERCEARIA-ME;B-35, CONJUNTO AJURICABA, NRO 859, PLANALTO, MANAUS-AM, CEP 69038-270
BOLO CENOURA COB CHOC   FATIA;7.5;CAFETERIA GRAO ESPRESSO;NOEL NUTELS, NRO 1762, CIDADE NOVA, MANAUS-AM, CEP 69095-000
TOPO DE BOLO;7.5;SUPERMERCADO SAN RUAN LTDA;AV AUTAZ MIRIM, 8007, NRO 8007, TANCREDO NEVES, MANAUS-AM, CEP 69087-215
BOLO CENOURA BIG AMIGAO550GR;7.69;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO DE TAPIOCA KG;7.99;SUPERMECADO CEZAR CIA LTDA;RUA 7B, NRO 001, SAO JOSE OPER., MANAUS-AM, CEP 69086-083
BOLO DE MACAXEIRA FATIA;8.0;Café com Leite;RUA RIO JAMARY, NRO 23, NOSSA SENHORA DAS GRAÇAS, CONJUNTO VIEIRALVES, MANAUS-AM, CEP 69053-140
BOLO CASEIRO;8.0;GRAO ESPRESSO;AVENIDA MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
BOLO INGLES KG;8.0;SUPERMERCADO NOVA CIDADE;RUA DESEMBARGADOR GASPAR GUIMARAES, NRO 169, PARQUE 10 DE NOVEMBR, MANAUS-AM, CEP 69050-662
BOLO;8.0;CAFE NAIZA;AV TANCREDO NEVES, NRO 2189, FLORES, SEM COMPLEMENTO, MANAUS-AM, CEP 69058-120
BOLO  POTE CASTANHA;8.0;TIA LELE BOLOS CASEIROS;AVE GUILHERME PARAENSE, NRO 209, ADRIANOPOLIS, LOJA 4 PQ RES ADRIANO II, MANAUS-AM, CEP 69057-095
BOLO DE LIMAO;8.0;IVANEIDE CARACAS BEZERRA - ME;CORONEL TEIXEIRA, NRO 5705, PONTA NEGRA, MANAUS-AM, CEP 69037-000
BOLO MESCLADO;8.0;CAFE CABOCLINHO;AV. RIO MAR, NRO 657, NOSSA SENHORA DAS GRACAS, CASA A, MANAUS-AM, CEP 69531-180
BOLO CENOURA COB CHOC   FATIA;8.0;IVANEIDE CARACAS BEZERRA - ME;DJALMA BATISTA, NRO 482, PARQUE 10 DE NOVEMBRO, LOJA 420, MANAUS-AM, CEP 69055-038
BOLO MACAXEIRA;8.0;CAFE CABOCLINHO;AV. RIO MAR, NRO 657, NOSSA SENHORA DAS GRACAS, CASA A, MANAUS-AM, CEP 69531-180
BOLO DE CHOCOLATE C  COBERTURA;8.0;IVANEIDE CARACAS BEZERRA - ME;CORONEL TEIXEIRA, NRO 5705, PONTA NEGRA, MANAUS-AM, CEP 69037-000
BOLO MESCLADO;8.0;IVANEIDE CARACAS BEZERRA - ME;CORONEL TEIXEIRA, NRO 5705, PONTA NEGRA, MANAUS-AM, CEP 69037-000
MINI BOLO JACQUET M;8.39;CARREFOUR;AV JORNALISTA HUMBERTO CALDERARO FILHO 203, NRO 203, ADRIANOPOLIS, MANAUS-AM, CEP 69057-015
BOLO CASEIRO UN;8.5;VAREJAO OSSAMI LARANJEIRAS;AVENIDA PROF NILTON LINS, NRO 195, FLORES, MANAUS-AM, CEP 69058-030
BOLO CHOCOLATE LINEA;8.89;L V BARJA QUEIROZ;RUA IRITAMA, NRO 002, CIDADE NOVA, MANAUS-AM, CEP 69097-760
TORRADA BOLO KG;8.99;SUPERMERCADO ECONOMIA;RUA GURUPI, NRO 2323, REDENCAO, MANAUS-AM, CEP 69047-010
BOLO CASEIRO GAUCHO/;8.99;L V BARJA QUEIROZ;RUA IRITAMA, NRO 002, CIDADE NOVA, MANAUS-AM, CEP 69097-760
BOLO DE MILHO;9.0;MERCADO SERVE TODOS;RUA JURUA, NRO 078, SANTA ETELVINA, MANAUS-AM, CEP 69059-310
MIST BOLO BOMBOCADO;9.49;CARREFOUR;AV JORNALISTA HUMBERTO CALDERARO FILHO 203, NRO 203, ADRIANOPOLIS, MANAUS-AM, CEP 69057-015
BOLO DE MACAXEIRA KG;9.5;MERC. E PAN. SANTA ETELVINA;R NOSSA SENHORA DE FATIMA, NRO 576, SANTA ETELVINA, MANAUS-AM, CEP 69059-420
TOPO PARA BOLO 001;9.9;GRUPO BAIANO LOJA-11;AV BRASIL, NRO 040, COMPENSA, MANAUS-AM, CEP 69036-110
TOPO PARA BOLO 001;9.9;MACUXI COMERCIO DE ARMARINHO L;AV. AUTAZ MIRIM, NRO 023, SAO JOSE OPERARIO, MANAUS-AM, CEP 69085-000
ESPATULA PARA BOLO S;9.99;CARREFOUR;AV DJALMA BATISTA 276 FLORES, NRO 276, FLORES, MANAUS-AM, CEP 69050-010
PRATO BOLO BARROCO 3674;9.99;SALMO 91 - CIDADE DE DEUS;AV. AUTAZ MIRIM, NRO 10495, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69088-785
BOLO DE MACAXEIRA UN;9.99;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO DE TAPIOCA KG;9.99;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
FORMA BOLO N16 21;9.99;VARIEDADES SALMO 91;AVENIDA TANCREDO NEVES, NRO 1551, PARQUE 10, NAO INFORMADO, MANAUS-AM, CEP 69054-700
FORMA BOLO N16 21;9.99;VARIEDADES SALMO 91;AV AUTAZ MIRIM, NRO 042, SAO JOSE OPERARIO, NAO INFORMADO, MANAUS-AM, CEP 69085-000
MINI BOLO DA VOVO LARANJA;10.0;GOURMET EXPRESS;MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, LOJA FF015, MANAUS-AM, CEP 69057-002
BOLO DE MACAXEIRA;10.0;ARENA;RUA SATIRO DIAS, NRO 400, SAO FRANCISCO, MANAUS-AM, CEP 69079-060
BOLO CASEIRO DE LARANJA;10.0;MERCADO SERVE TODOS;RUA JURUA, NRO 078, SANTA ETELVINA, MANAUS-AM, CEP 69059-310
BOLO CASEIRO;10.0;PANIFICADORA DIANA LTDA-ME;AVENIDA SAO JORGE, NRO 556, SAO JORGE, MANAUS-AM, CEP 69033-000
TOPO DE BOLO;10.0;Das Festas e Plasticos;RUA LEOVEGILDO COELHO, NRO 086, CENTRO, 86 CENTRO, MANAUS-AM, CEP 69005-090
BOLO COM CASTANHA;10.0;CAFE NAIZA;AV TANCREDO NEVES, NRO 2189, FLORES, SEM COMPLEMENTO, MANAUS-AM, CEP 69058-120
MINI BOLO DA VOVO NEGA MALUCA;10.0;ALEMA;NOEL NUTELS, NRO 1762, CIDADE NOVA, LOJA 4006, MANAUS-AM, CEP 69096-000
BOLO CASEIRO;10.0;FAST COXINHA;AV JOAO VALERIO, NRO 020, SAO GERALDO, MANAUS-AM, CEP 69053-358
PA P/BOLO TRAMONTINA 63906/151;10.0;BEMOL NOVA CIDADE;AVENIDA MARGARITA, NRO 1359,, NOVA CIDADE, NOVA CIDADE, MANAUS-AM, CEP 69097-305
MINI BOLO DA VOVO AO LEITE;10.0;ALEMA;NOEL NUTELS, NRO 1762, CIDADE NOVA, LOJA 4006, MANAUS-AM, CEP 69096-000
BOLO CHOCOLATE FIT/CR/;10.0;VILLA VERDE;AV CORONEL TEIXEIRA, NRO 5705, PONTA NEGRA, PISO 3 LOJA 18, MANAUS-AM, CEP 69037-000
BOLO CASEIRO DE MILHO;10.0;MERCADO SERVE TODOS;RUA JURUA, NRO 078, SANTA ETELVINA, MANAUS-AM, CEP 69059-310
MINI BOLO DA VOVO FORMIGUEIRO;10.0;ALEMA;NOEL NUTELS, NRO 1762, CIDADE NOVA, LOJA 4006, MANAUS-AM, CEP 69096-000
BOLO COMUM UND;10.0;SUPER JESUS ME DEU;RUA GENERAL CARNEIRO, NRO 177, SAO FRANCISCO, MANAUS-AM, CEP 69079-020
BOLO CASEIRO DE MARACUJA;10.0;MERCADO SERVE TODOS;RUA JURUA, NRO 078, SANTA ETELVINA, MANAUS-AM, CEP 69059-310
BOLO DA VOVO MESCLADO MINI;10.0;FIORENTINA ALEMA;DJALMA BATISTA, NRO 482, CHAPADA, LOJA 229, MANAUS-AM, CEP 69050-010
BOLO CASEIRO MESCLADO;10.0;MERCADO SERVE TODOS;RUA JURUA, NRO 078, SANTA ETELVINA, MANAUS-AM, CEP 69059-310
BOLO CASEIRO FORMIGUEIRO;10.0;MERCADO SERVE TODOS;RUA JURUA, NRO 078, SANTA ETELVINA, MANAUS-AM, CEP 69059-310
BOLO INGLES;10.0;PANIFICADORA E CONFEITARIA J.A LTDA - ME;ALAMEDA DA ESPERANCA, NRO 375, CIDADE NOVA, MANAUS-AM, CEP 69099-000
BOLO DE MACAXEIRA;10.0;BARATAO DA CARNE - BETANI;AV. ADALBERTO VALE, NRO 953, BETANIA, NAO INFORMADO, MANAUS-AM, CEP 69073-040
MINI BOLO DA VOVO MARACUJA;10.0;GOURMET EXPRESS;MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, LOJA FF015, MANAUS-AM, CEP 69057-002
BOLO CASEIRO DE MARIA;10.0;PANIFICADORA ELDORADO;RUA CORONEL TABORDA DE MIRANDA, QUADRA 125 NUCLEO 03 Q 125, NRO 36, CIDADE NOVA, MANAUS-AM, CEP 69094-270
BOLO CASEIRO EUROPAN;10.0;SUPERMERCADO LONDRINA LTDA - ME;R NOSSA SENHORA DAS GRACAS, NRO 113, DA PAZ, MANAUS-AM, CEP 69048-170
BOLO CASEIRO 34960;10.5;MERCADINHO FORTALEZA;R NOVA OLINDA, NRO 002, JAPIIM, MANAUS-AM, CEP 69078-090
BOLO ANDREZA;10.5;MERCADINHO JOELMA;RUA DANILO CORREA, NRO 01, PETROPOLIS, MANAUS-AM, CEP 69063-400
BOLO PULLMAN CHOC 250GR;10.73;LOJA 12 SUPER EPHIGENIO SALLES;AV. EPHIGEIO SALLES, NRO 200, ADRIANOPOLIS, MANAUS-AM, CEP 69057-050
BOLO PULLMAN GTS CHOCOL 250GR;10.73;LOJA 12 SUPER EPHIGENIO SALLES;AV. EPHIGEIO SALLES, NRO 200, ADRIANOPOLIS, MANAUS-AM, CEP 69057-050
BOLO PULLMAN LARANJA 250GR;10.73;LOJA 12 SUPER EPHIGENIO SALLES;AV. EPHIGEIO SALLES, NRO 200, ADRIANOPOLIS, MANAUS-AM, CEP 69057-050
BOLO DE LEITE;10.8;PANIFICADORA LUDELL;RUA 10 DE JULHO, NRO 058, COMPENSA, MANAUS-AM, CEP 69036-060
BOLO CASEIRO KG;10.99;SUPERMECADO CEZAR CIA LTDA;RUA 7B, NRO 001, SAO JOSE OPER., MANAUS-AM, CEP 69086-083
BOLO DE MILHO KG;10.99;SUPERMECADO CEZAR CIA LTDA;RUA 7B, NRO 001, SAO JOSE OPER., MANAUS-AM, CEP 69086-083
BOLO DE MACAXEIRA KG;10.99;SUPERMECADO CEZAR CIA LTDA;RUA 7B, NRO 001, SAO JOSE OPER., MANAUS-AM, CEP 69086-083
BOLO DE MILHO;11.0;PANIFICADORA E CONFEITARIA ISOLDA;AV CONSTANTINOPLA, NRO 007, PLANALTO, MANAUS-AM, CEP 69045-000
BOLO 800G;11.0;ALVORADA COMERCIO VAREJISTA AL;RUA PROFESSOR ANTONIO GIULESSE, NRO 358, ALVORADA, MANAUS-AM, CEP 69043-060
BOLO DE QUEIJO;11.0;PANIFICADORA E CONFEITARIA ISOLDA;AV CONSTANTINOPLA, NRO 007, PLANALTO, MANAUS-AM, CEP 69045-000
BOLO MARACUJA;11.0;MERCADINHO JOELMA;RUA DANILO CORREA, NRO 01, PETROPOLIS, MANAUS-AM, CEP 69063-400
BOLO;11.0;PANIFICADORA OLIVEIRA;RUA 232 QD 411 (NUC 21), NRO 011, CIDADE NOVA V, MANAUS-AM, CEP 69096-770
BOLO CASEIRO 37231;11.0;MERCADINHO FORTALEZA;R NOVA OLINDA, NRO 002, JAPIIM, MANAUS-AM, CEP 69078-090
BOLO MESCLADO;11.5;PANIFICADORA LUDELL;RUA 10 DE JULHO, NRO 058, COMPENSA, MANAUS-AM, CEP 69036-060
BOLO CASEIRO;11.7;MARA FRIOS;AVE BRIGADEIRO HILARIO GURJAO - 1 ETAPA, NRO 22, JORGE TEIXEIRA, MANAUS-AM, CEP 69088-000
BOLO CASEIRO 950G;11.7;MARA FRIOS;AVE BRIGADEIRO HILARIO GURJAO - 1 ETAPA, NRO 22, JORGE TEIXEIRA, MANAUS-AM, CEP 69088-000
BOLO ABACAXI KG;11.79;SUPERATACADO NOVA ERA;AV. ARQUITETO J.H.B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, MANAUS-AM, CEP 69093-149
MIST BOLO STEVITA CHOCOLATE 450G;11.9;LOJA 09 HIPER DB DISTRITO;AV RODRIGO OTAVIO, NRO 3810, JAPIIM, MANAUS-AM, CEP 69077-900
PORTA BOLO RED SR335/3;11.99;SALMO 91 - CIDADE DE DEUS;AV. AUTAZ MIRIM, NRO 10495, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69088-785
PRATO BOLO CRYSTAL LINE 1037;11.99;SALMO 91 - CIDADE DE DEUS;AV. AUTAZ MIRIM, NRO 10495, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69088-785
PORTA BOLO RED SR335/3;11.99;VARIEDADES SALMO 91;AV FRANCISCO QUEIROZ, NRO 481, COL SANTO ANTONIO, NAO INFORMADO, MANAUS-AM, CEP 69093-000
TORRADA BOLO KG;12.0;CASA DA CARNE OTAVIO;RUA CAMPOS BRAVOS, NRO 1868, REDENCAO, MANAUS-AM, CEP 69047-000
BOLO COCO LIGHT;12.0;S. FUJII LTDA;AV. JOAQUIM NABUCO, NRO 267, CENTRO, MANAUS-AM, CEP 69020-031
BOLO BRIGADEIRO;12.0;Panificadora e mercadinho Sabor do trigo;RUA DEP. EVALDO FLORES, NRO 072, D. PEDRO, MANAUS-AM, CEP 69040-120
BOLO CHOCOLATE EM CALDA UN UNICO;12.0;BELLA SERPAN CASA DOS PAES;AV EPHIGENIO SALES, NRO 011, ALEIXO, MANAUS-AM, CEP 69060-020
BOLO DE CENOURA;12.0;PANIFICADORA LUDELL;RUA 10 DE JULHO, NRO 058, COMPENSA, MANAUS-AM, CEP 69036-060
BOLO DE LEITE KG;12.0;SUPERMERCADO VIDAL;AVENIDA FRANCISCO QUEIROZ, NRO 39, CIDADE NOVA, MANAUS-AM, CEP 69093-000
BOLO;12.0;M. C. RIBEIRO NOGUEIRA;AV JOAQUIM NABUCO, NRO 00564, CENTRO, MANAUS-AM, CEP 69005-080
BOLO DE ABACAXI;12.0;PANIFICADORA E CONFEITARIA ISOLDA;AV CONSTANTINOPLA, NRO 007, PLANALTO, MANAUS-AM, CEP 69045-000
BASES P/ BOLO REDONDO(DISCO)2;12.0;CECIL CONCORDE - MANAUARA;AV. MARIO YPIRANGA, LJ. EUC - N.º MSU-02 - MANAUAR, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
TORRADA DE BOLO KG;12.0;PANIFICADORA KATIUCIA;RUA FIALHO D'ALMEIDA, NRO 056, COMPENSA, MANAUS-AM, CEP 69035-070
BOLO TENTADOR;12.0;GRAO ESPRESSO;AVENIDA MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
BOLO;12.0;Molen Cafés Especiais;AVE MARIO YPIRANGA, NRO 1300, ADRIANÓPOLIS, L 253 PISO CASTANHEIRO MIK_73, MANAUS-AM, CEP 69057-002
BOLO CHOCOLATE 000000000;12.0;BRASPAO;AVENIDA LEOPOLDO PERES, NRO 672, EDUCANDOS, MANAUS-AM, CEP 69070-250
BOLO FORMIGUEIRO;12.0;PAULO AUGUSTO BRANDAO TELES;RUA FELISMINO SOARES, NRO 018, COL OLIVEIRA MACHADO, MANAUS-AM, CEP 69070-620
BOLO EM FATIA;12.5;IVANEIDE CARACAS BEZERRA - ME;CORONEL TEIXEIRA, NRO 5705, PONTA NEGRA, MANAUS-AM, CEP 69037-000
BOLO CASEIRO DE LIMAO KG LISBOA PRODUCAO;12.5;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO QJO KG;12.9;SUPERATACADO NOVA ERA;AV. ARQUITETO J.H.B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, MANAUS-AM, CEP 69093-149
BOLO MILHO KG;12.9;SUPERATACADO NOVA ERA;AV. ARQUITETO J.H.B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, MANAUS-AM, CEP 69093-149
BOLO DE LEITE;12.9;PANIFICADORA SABOR COM ARTE;RUA 92, NRO 21, CIDADE NOVA II, MANAUS-AM, CEP 69096-230
BOLO DE COCO;12.9;COM DE LATI E FRIOS SAO JORGE LTDA;RUA PAULO EDUARDO DE LIMA, NRO 1105, CIDADE NOVA, MANAUS-AM, CEP 69095-670
BOLO MESCLADO;12.9;PANIFICADORA SABOR COM ARTE;RUA 92, NRO 21, CIDADE NOVA II, MANAUS-AM, CEP 69096-230
BOLO BROTHERS TORRADO 250 G UN;12.94;SUPERMERCADO VENEZA;AV TANCREDO NEVES, NRO 915, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO FORMIGUEIRO KG;12.99;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO DE MARACUJA;12.99;COM DE LATI E FRIOS SAO JORGE LTDA;RUA PAULO EDUARDO DE LIMA, NRO 1105, CIDADE NOVA, MANAUS-AM, CEP 69095-670
BOLO MESCLADO KG;12.99;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO DE ABACAXI;12.99;COM DE LATI E FRIOS SAO JORGE LTDA;RUA PAULO EDUARDO DE LIMA, NRO 1105, CIDADE NOVA, MANAUS-AM, CEP 69095-670
BOLO DE BANANA KG;12.99;COM DE LATI E FRIOS SAO JORGE LTDA;RUA PAULO EDUARDO DE LIMA, NRO 1105, CIDADE NOVA, MANAUS-AM, CEP 69095-670
BOLO C/CASTANHA;12.99;COM DE LATI E FRIOS SAO JORGE LTDA;RUA PAULO EDUARDO DE LIMA, NRO 1105, CIDADE NOVA, MANAUS-AM, CEP 69095-670
FORMA BOLO ACO CARB;12.99;CARREFOUR;AV PEDRO TEIXEIRA 52 LOTE B, NRO 52, DOM PEDRO, LOTE B, MANAUS-AM, CEP 69040-000
BOLO CACAROLA KG KG LISBOA PRODUCAO;12.99;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
BOLO DE CHOCOLATE;13.0;PANIFICADORA LUDELL;RUA 10 DE JULHO, NRO 058, COMPENSA, MANAUS-AM, CEP 69036-060
BOLO MARACUJA;13.0;PANIFICADORA ROSARINHO;RUA ROSARINHO, NRO 185, SAO JOSE 1, MANAUS-AM, CEP 69085-070
BOLO FORMIGUEIRO;13.0;AIQBOM;AVENIDA TANCREDO NEVES, NRO 1079, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO DE MILHO KG;13.0;MERCADINHO ITALIA;RUA E 14, NRO 262, ALVORADA, MANAUS-AM, CEP 69042-000
BOLO CHOCOLATE;13.0;AIQBOM;AVENIDA TANCREDO NEVES, NRO 1079, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO DE LEITE;13.0;AIQBOM;AVENIDA TANCREDO NEVES, NRO 1079, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO DE COCO;13.0;AIQBOM;AVENIDA TANCREDO NEVES, NRO 1079, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO MILHO;13.0;AIQBOM;AVENIDA TANCREDO NEVES, NRO 1079, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO MARACUJA;13.0;AIQBOM;AVENIDA TANCREDO NEVES, NRO 1079, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO FORMIGUEIRO KG;13.0;CASA DA CARNE OTAVIO;RUA CAMPOS BRAVOS, NRO 1868, REDENCAO, MANAUS-AM, CEP 69047-000
BOLO LEITE KG;13.0;CASA DA CARNE OTAVIO;RUA CAMPOS BRAVOS, NRO 1868, REDENCAO, MANAUS-AM, CEP 69047-000
BOLO AIQBOM ESPECIAL;13.0;AIQBOM;AVENIDA TANCREDO NEVES, NRO 1079, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO MESCLADO;13.0;AIQBOM;AVENIDA TANCREDO NEVES, NRO 1079, PARQUE 10, MANAUS-AM, CEP 69054-700
BOLO DE COCO KG;13.5;PANIFICADORA KATIUCIA;RUA FIALHO D'ALMEIDA, NRO 056, COMPENSA, MANAUS-AM, CEP 69035-070
BOLO DE LARANJA KG;13.5;PANIFICADORA KATIUCIA;RUA FIALHO D'ALMEIDA, NRO 056, COMPENSA, MANAUS-AM, CEP 69035-070
BOLO MESCLADO KG;13.5;PANIFICADORA KATIUCIA;RUA FIALHO D'ALMEIDA, NRO 056, COMPENSA, MANAUS-AM, CEP 69035-070
BOLO FORMIGUEIRO KG;13.5;PANIFICADORA KATIUCIA;RUA FIALHO D'ALMEIDA, NRO 056, COMPENSA, MANAUS-AM, CEP 69035-070
BOLO DE MILHO KG;13.5;PANIFICADORA KATIUCIA;RUA FIALHO D'ALMEIDA, NRO 056, COMPENSA, MANAUS-AM, CEP 69035-070
BOLO DE QUEIJO KG;13.5;PANIFICADORA KATIUCIA;RUA FIALHO D'ALMEIDA, NRO 056, COMPENSA, MANAUS-AM, CEP 69035-070
BOLO DE QUEIJO;13.8;PANIFICADORA LUDELL;RUA 10 DE JULHO, NRO 058, COMPENSA, MANAUS-AM, CEP 69036-060
TOPO DE BOLO;13.9;FESTEJE! BY JULIE;AVE PROF. NILTON LINS, NRO 65, FLORES, MANAUS-AM, CEP 69058-030
BOLO CHOCOLATE KG;13.99;SUPERMERCADO ECONOMIA;RUA GURUPI, NRO 2323, REDENCAO, MANAUS-AM, CEP 69047-010
BOLO DE QUEIJO;14.0;CHEIRO DE CAFE;RUA ARMANDO MENDES, NRO 008, ARMANDO MENDES, MANAUS-AM, CEP 69089-104
BOLO DE MILHO;14.0;CHEIRO DE CAFE;RUA ARMANDO MENDES, NRO 008, ARMANDO MENDES, MANAUS-AM, CEP 69089-104
ESPRESSO   BOLO;14.0;IVANEIDE CARACAS BEZERRA - ME;CORONEL TEIXEIRA, NRO 5705, PONTA NEGRA, MANAUS-AM, CEP 69037-000
BOLO DE QUEIJO;14.0;MERCADINHO E PANIFICADORA GASPAR;RUA JAMAICA, QD 175, CONJ. NOVA CIDADE, NRO 91, CIDADE NOVA, MANAUS-AM, CEP 69000-000
BOLO DA VOVO MESCLADO;14.0;PANIFICADORA MIYAZAKI;ALEXANDRE MAGNO, NRO 1005, PARQUE 10, MANAUS-AM, CEP 69054-723
BOLO DE CHOCOLATE;14.0;CHEIRO DE CAFE;RUA ARMANDO MENDES, NRO 008, ARMANDO MENDES, MANAUS-AM, CEP 69089-104
